# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "result.txt" "./Aligned_Files/ERR2198545.sam" "./Aligned_Files/ERR2198546.sam" "./Aligned_Files/ERR2198547.sam" "./Aligned_Files/ERR2198548.sam" "./Aligned_Files/ERR2198593.sam" "./Aligned_Files/ERR2198594.sam" "./Aligned_Files/ERR2198595.sam" "./Aligned_Files/ERR2198596.sam" 
Geneid	Chr	Start	End	Strand	Length	./Aligned_Files/ERR2198545.sam	./Aligned_Files/ERR2198546.sam	./Aligned_Files/ERR2198547.sam	./Aligned_Files/ERR2198548.sam	./Aligned_Files/ERR2198593.sam	./Aligned_Files/ERR2198594.sam	./Aligned_Files/ERR2198595.sam	./Aligned_Files/ERR2198596.sam
YGR261C	VII	1014321	1016750	-	2430	722	743	674	622	497	554	435	436
YGR226C	VII	946792	947001	-	210	0	0	0	0	0	0	0	0
YGL140C	VII	241353	245012	-	3660	854	856	776	719	583	641	529	570
YGL078C	VII	360288	361859	-	1572	880	840	801	672	431	454	401	386
YGL199C	VII	123572	124042	-	471	1	1	0	0	0	0	0	0
YGR164W	VII	828625	828960	+	336	1	3	0	2	0	0	1	0
YGR150C	VII	790459	793053	-	2595	647	638	602	547	467	461	354	382
YGL006W-A	VII	485423	485533	+	111	4	6	9	2	5	4	6	3
YGR196C	VII	889733	892186	-	2454	1032	1098	903	840	695	796	733	731
YGL197W	VII	124698	129161	+	4464	1796	1798	1540	1535	1220	1264	1185	1022
YGR136W	VII	762428	763153	+	726	584	582	546	576	400	386	316	377
YGR153W	VII	796092	796745	+	654	252	264	161	228	111	173	125	157
YGL159W	VII	202721	203833	+	1113	204	234	197	191	138	102	127	98
YGR286C	VII	1063813	1064940	-	1128	927	915	837	784	707	716	606	663
YGL254W	VII	22304	23203	+	900	482	383	429	359	392	376	320	305
tH(GUG)G1	VII	110625	110696	-	72	7	19	5	8	4	3	3	8
YGR023W	VII	529264	530919	+	1656	903	934	838	823	770	703	679	639
snR48	VII	609584	609696	+	113	20	11	11	20	0	5	0	5
YGL063W	VII	383654	384766	+	1113	125	162	167	166	133	131	110	83
YGL154C	VII	215278	216096	-	819	331	396	308	325	282	314	316	262
YGL035C	VII	431548	433062	-	1515	1727	1875	1503	1378	1426	1426	1266	1195
YGR009C	VII	509047	511002	-	1956	1377	1505	1247	1308	1192	1157	921	969
YGR034W	VII;VII	555812;556308	555830;556672	+;+	384	782	798	686	647	594	642	496	554
YGL064C	VII	381523	383208	-	1686	237	274	221	252	181	154	153	139
YGR118W	VII;VII	726974;727358	727038;727730	+;+	438	1365	1340	1098	1168	1056	1137	929	903
YGR277C	VII	1045644	1046561	-	918	541	497	383	444	433	459	370	350
YGR232W	VII	953960	954646	+	687	164	215	177	195	135	182	154	123
YGR227W	VII	947420	948997	+	1578	449	514	443	449	305	365	248	276
YGL142C	VII	236269	238119	-	1851	440	408	355	343	348	308	307	286
YGL143C	VII	234717	235958	-	1242	384	408	298	335	290	356	269	247
YGR222W	VII	939923	940804	+	882	658	744	494	557	466	493	380	354
YGL045W	VII	414102	415730	+	1629	477	533	420	400	484	484	393	395
YGL253W	VII	23935	25395	+	1461	2114	2283	1975	1864	1632	1772	1575	1490
YGR257C	VII	1006205	1007305	-	1101	307	372	327	271	286	265	255	223
YGL131C	VII	261648	265859	-	4212	400	384	376	398	241	272	216	173
YGR064W	VII	617621	617989	+	369	1	1	0	0	4	3	1	0
YGR263C	VII	1017967	1019241	-	1275	373	339	326	285	318	363	307	277
YGL049C	VII	406860	409604	-	2745	1177	1085	1067	900	754	803	796	638
YGR296C-B	VII	1089746	1090228	-	483	0	0	0	0	0	0	0	0
YGL202W	VII	116059	117561	+	1503	2433	2466	2186	2172	1449	1588	1310	1299
YGL258W-A	VII	9162	9395	+	234	4	8	4	9	8	14	3	5
YGR133W	VII	756896	757447	+	552	220	250	230	190	205	261	203	186
YGR109C	VII	705359	706501	-	1143	64	61	56	38	26	40	32	32
YGR037C	VII	559731	559994	-	264	1354	1486	1248	1247	999	1120	883	861
YGL077C	VII	362225	363916	-	1692	943	921	821	784	574	669	533	549
YGR111W	VII	715828	717030	+	1203	526	606	459	497	441	429	422	422
YGR016W	VII	522261	522833	+	573	52	65	69	54	42	56	58	45
YGR245C	VII	979765	982068	-	2304	911	1040	744	817	534	527	517	495
YGR287C	VII	1067222	1068991	-	1770	157	209	164	184	226	261	196	165
YGL244W	VII	41498	43174	+	1677	1884	1964	1816	1636	1554	1550	1348	1425
YGL057C	VII	394966	395829	-	864	154	180	178	123	170	154	155	140
YGL187C	VII	149704	150171	-	468	1599	1571	1363	1434	1146	1157	1022	1032
YGR180C	VII	855264	856301	-	1038	6623	7071	5957	5938	4361	4633	4082	4083
YGR116W	VII	720409	724764	+	4356	995	1099	904	921	863	855	719	774
YGL181W	VII	157906	159096	+	1191	1108	1101	961	976	853	942	865	826
YGR202C	VII	903474	904748	-	1275	1031	1107	872	857	736	789	662	606
YGL127C	VII	270392	270775	-	384	228	272	214	194	193	179	202	202
YGR203W	VII	905237	905683	+	447	353	354	311	333	312	306	274	276
YGL150C	VII	221104	225573	-	4470	1337	1388	1156	1211	1038	966	860	939
YGR134W	VII	757770	761138	+	3369	335	333	315	323	235	230	228	186
YGR095C	VII	675671	676342	-	672	290	353	262	225	192	200	158	163
YGR214W	VII;VII	920575;921120	920664;921788	+;+	759	2738	2701	2339	2418	2298	2436	2061	2065
YGR269W	VII	1026636	1026962	+	327	59	56	46	57	34	53	29	27
YGR176W	VII	848720	849067	+	348	2	0	2	4	2	0	2	0
YGL263W	VII	2790	3932	+	1143	16	16	33	28	12	14	4	14
YGR057C	VII	604773	605501	-	729	223	270	186	182	146	146	138	140
YGL074C	VII	368596	368922	-	327	15	23	25	15	10	5	7	13
YGR007W	VII	506969	507940	+	972	512	481	477	483	376	431	395	323
YGR241C	VII	974875	976581	-	1707	1097	1121	966	1046	879	958	802	819
YGR127W	VII	746798	747736	+	939	666	663	620	560	500	498	399	438
YGL219C	VII	82878	84257	-	1380	1340	1466	1225	1139	1026	1306	1002	1024
YGL061C	VII	388968	389711	-	744	340	337	336	312	168	202	130	174
YGR083C	VII	644860	646815	-	1956	966	1050	920	901	613	696	607	597
YGL038C	VII	425362	426804	-	1443	751	813	688	676	600	603	530	445
YGL047W	VII	411552	412160	+	609	273	326	260	265	166	190	178	165
YGR244C	VII	978036	979319	-	1284	6775	7074	6191	6052	5344	5716	4704	4726
YGR289C	VII	1073963	1075813	-	1851	1922	1910	1727	1685	2116	2248	1962	1894
YGL089C	VII	344791	345153	-	363	23	41	29	35	44	27	35	30
YGL180W	VII	160065	162758	+	2694	1549	1572	1387	1402	836	876	779	757
YGR146C	VII	784223	784858	-	636	1399	1446	1332	1368	1019	1138	920	974
YGL149W	VII	225572	225877	+	306	35	38	27	33	32	30	35	15
YGL242C	VII	44652	45197	-	546	724	770	665	636	626	551	492	450
YGR106C	VII	698989	699786	-	798	839	954	843	781	671	674	539	546
YGR004W	VII	502938	504326	+	1389	134	133	103	91	121	117	97	88
YGR209C	VII	912913	913227	-	315	460	463	391	372	399	349	336	339
YGR052W	VII	593596	594705	+	1110	276	233	273	261	349	374	300	295
YGR158C	VII	805269	806021	-	753	337	352	309	309	254	287	213	211
YGR003W	VII	500132	502366	+	2235	584	597	490	561	417	369	291	293
YGR219W	VII	936035	936376	+	342	1	1	1	2	0	2	1	0
YGL247W	VII	36933	37526	+	594	156	218	171	204	120	143	106	107
YGR170W	VII	837142	840558	+	3417	882	872	720	735	605	633	490	468
YGR246C	VII	982482	984272	-	1791	806	769	670	658	658	682	570	508
YGL183C	VII;VII	156543;157283	157199;157285	-;-	660	43	54	37	42	34	39	29	20
YGR160W	VII	807073	807684	+	612	3	8	1	8	0	2	0	0
YGR204C-A	VII	909061	909174	-	114	10	20	16	17	2	9	12	10
YGR039W	VII	574888	575199	+	312	35	41	35	25	32	23	26	24
YGL059W	VII	392223	393698	+	1476	900	954	901	784	565	606	514	492
YGL123W	VII	277617	278381	+	765	1319	1340	1165	1191	1014	1081	885	901
YGL099W	VII	314631	316553	+	1923	509	537	500	486	377	425	356	273
YGR102C	VII	694584	695135	-	552	574	602	575	572	527	511	458	422
YGL233W	VII	59122	61854	+	2733	466	509	449	403	277	279	260	314
YGL072C	VII	371003	371362	-	360	0	0	0	1	1	0	2	0
YGL056C	VII	396035	397618	-	1584	2103	2264	1932	1807	1761	1933	1523	1547
YGR104C	VII	697445	698368	-	924	402	428	372	332	224	282	232	234
YGR240C	VII	970771	973734	-	2964	3991	4409	3438	3791	3602	3856	3154	3219
YGR243W	VII	977336	977776	+	441	3933	4154	3705	3641	4712	4811	4231	4032
YGR275W	VII	1043276	1043749	+	474	465	544	470	429	317	453	372	345
YGL088W	VII	345836	346201	+	366	0	0	0	0	0	0	0	0
YGR020C	VII	526973	527329	-	357	812	897	749	742	585	702	519	573
YGR100W	VII	690245	693097	+	2853	890	971	902	860	717	807	617	679
YGR231C	VII	952548	953480	-	933	2487	2554	2162	2157	1764	1939	1743	1752
YGR215W	VII	922175	922507	+	333	711	673	667	618	628	614	541	544
YGR018C	VII	524365	524694	-	330	2	1	1	2	0	3	3	1
YGL152C	VII	216692	217369	-	678	1	0	0	1	0	0	1	0
YGL212W	VII	91432	92382	+	951	185	189	167	179	166	194	161	148
YGL066W	VII	377609	379582	+	1974	957	1065	962	870	768	797	731	679
YGL060W	VII	390065	391990	+	1926	292	311	240	284	193	218	203	205
YGL185C	VII	153167	154306	-	1140	836	857	727	692	700	765	622	630
YGR145W	VII	781767	783890	+	2124	746	734	688	593	362	357	284	300
YGL011C	VII	474489	475247	-	759	1920	2036	1734	1787	1348	1515	1305	1314
YGR147C	VII	786054	786920	-	867	619	699	589	643	495	549	529	429
YGR036C	VII	558149	558868	-	720	152	188	197	131	164	173	126	121
YGL122C	VII	278946	280523	-	1578	1416	1413	1140	1148	1079	1230	923	944
YGL261C	VII	6290	6652	-	363	3	3	0	1	0	0	0	0
YGL041C	VII	419022	419225	-	204	0	0	0	0	0	0	0	0
YGR099W	VII	687899	689965	+	2067	405	390	361	396	264	373	260	304
YGR046W	VII	584895	586052	+	1158	1532	1719	1445	1496	1154	1148	1156	1022
YGL188C-A	VII	148824	148964	-	141	23	32	30	21	11	8	4	14
YGR216C	VII	922633	924462	-	1830	295	326	241	255	167	231	150	168
tG(UCC)G	VII	779616	779687	+	72	0	3	1	2	0	0	1	0
YGR047C	VII	586392	589469	-	3078	469	480	423	406	308	338	307	316
YGR238C	VII	966039	968687	-	2649	534	552	456	456	430	486	394	404
YGR282C	VII	1057783	1058724	-	942	3587	3792	3226	3018	3264	3407	2908	2751
YGL132W	VII	261580	261915	+	336	9	10	5	8	2	3	2	2
tA(AGC)G	VII	774349	774421	+	73	2	2	2	0	0	0	0	0
YGR169C	VII	834689	835903	-	1215	293	302	262	245	240	331	288	240
YGR063C	VII	617516	617824	-	309	55	42	31	26	40	27	33	27
YGR256W	VII	1004624	1006102	+	1479	3605	3516	3049	3015	3382	3485	3097	2877
YGL036W	VII	428601	431330	+	2730	1436	1596	1345	1230	948	1042	805	806
YGR192C	VII	882812	883810	-	999	22313	23986	20488	20015	22684	23959	20339	20499
YGL191W	VII	144808	145197	+	390	2453	2405	2160	2120	2054	2153	1968	1853
YGR051C	VII	592906	593229	-	324	167	179	217	164	150	120	74	116
YGR013W	VII	514554	516416	+	1863	899	924	791	811	721	704	625	601
YGR123C	VII	736662	738203	-	1542	257	192	233	229	116	136	128	125
YGL209W	VII	95858	97006	+	1149	275	288	297	259	237	303	229	197
YGL163C	VII	193707	196403	-	2697	793	821	728	782	428	527	521	457
YGR296C-A	VII	1088870	1089445	-	576	0	0	0	0	0	0	0	0
YGL178W	VII;VII	167352;167995	167354;170571	+;+	2580	943	1040	885	885	585	614	572	509
YGL092W	VII	337906	341859	+	3954	899	962	801	827	682	708	589	538
YGR132C	VII	755589	756452	-	864	2826	3243	2378	2606	2271	2279	1857	1998
YGL208W	VII	97338	98585	+	1248	587	585	518	507	497	527	441	425
tL(GAG)G	VII	700675	700756	+	82	1	0	0	1	1	0	0	0
YGR059W	VII	607563	609101	+	1539	84	96	60	63	62	80	53	42
YGR114C	VII	720265	720654	-	390	0	0	0	0	1	0	0	0
YGR128C	VII	747950	750091	-	2142	735	795	662	664	316	388	322	288
YGL246C	VII	37617	38780	-	1164	246	260	237	238	163	171	146	140
YGL190C	VII	145809	147389	-	1581	1606	1602	1423	1377	1236	1217	1024	1032
YGR033C	VII	554248	554967	-	720	1113	1207	898	981	955	938	824	788
YGL112C	VII	298178	299728	-	1551	769	844	664	682	528	568	511	462
YGL001C	VII	495453	496502	-	1050	663	703	606	589	409	417	342	363
YGR168C	VII	833352	834482	-	1131	311	334	237	264	194	177	176	191
YGL093W	VII	334886	337639	+	2754	752	804	681	709	568	606	625	542
YGR120C	VII	730033	730821	-	789	161	169	135	115	109	126	96	104
YGR027C	VII	534132	534458	-	327	3041	3346	2866	2619	2285	2208	1984	1954
YGL259W	VII	8470	8967	+	498	20	14	9	16	13	9	14	5
YGR294W	VII	1080306	1080668	+	363	12	1	7	10	9	10	6	10
YGR124W	VII	739944	741662	+	1719	1854	1909	1573	1633	1146	1248	1007	1027
YGL103W	VII;VII	310967;311527	311015;311927	+;+	450	38	53	43	29	26	29	24	27
YGL062W	VII	385196	388732	+	3537	5499	5866	4913	4896	4480	4816	4174	4166
YGR049W	VII	591314	591877	+	564	1709	1715	1399	1485	974	982	869	814
snR39	VII	365163	365251	-	89	8	14	11	9	2	4	4	9
YGR076C	VII	637104	637577	-	474	375	406	369	397	259	304	284	220
YGL161C	VII	199210	200142	-	933	1245	1306	1189	1103	1059	1160	1002	942
YGR062C	VII	616328	617278	-	951	106	143	115	137	120	129	149	134
tV(AAC)G1	VII	412294	412367	-	74	6	0	0	1	3	8	1	6
YGL237C	VII	52731	53528	-	798	295	371	293	282	312	336	263	265
YGR024C	VII	531883	532596	-	714	231	280	236	220	221	198	179	153
YGR184C	VII	859901	865753	-	5853	1837	1907	1642	1559	1134	1318	1185	1123
YGR292W	VII	1076599	1078353	+	1755	556	673	587	524	715	792	635	620
YGR151C	VII	794655	794990	-	336	0	0	0	0	0	0	0	0
YGL034C	VII	433214	433579	-	366	10	2	6	5	8	3	4	1
YGL067W	VII	376101	377255	+	1155	267	267	241	224	158	163	167	199
YGR072W	VII	634304	635467	+	1164	569	564	433	446	292	303	241	261
YGL229C	VII	64503	66959	-	2457	140	163	133	121	99	101	80	103
YGR055W	VII	599417	601141	+	1725	666	881	646	676	549	631	492	414
YGL044C	VII	416146	417036	-	891	1056	959	826	844	763	695	607	607
YGL054C	VII	400871	401287	-	417	573	625	517	506	427	435	362	352
YGL119W	VII	284442	285947	+	1506	318	438	345	357	275	306	251	254
YGR068W-A	VII	626294	626389	+	96	0	0	0	0	0	0	0	0
YGR206W	VII	910432	910737	+	306	122	126	105	106	95	89	81	87
YGR121W-A	VII	733412	733627	+	216	8	1	2	3	0	4	0	5
YGL130W	VII	266145	267524	+	1380	630	713	549	598	499	571	488	450
YGL042C	VII	418288	418593	-	306	99	110	133	102	105	110	82	89
YGR090W	VII	662358	666071	+	3714	1082	1160	973	976	633	633	528	609
YGR221C	VII	937124	938992	-	1869	388	365	282	288	331	283	286	273
YGR143W	VII	775193	777508	+	2316	2075	2201	1908	1885	1519	1598	1326	1381
tR(UCU)G1	VII	405470	405541	+	72	3	0	2	0	3	0	0	1
YGL218W	VII	83650	84300	+	651	0	0	1	0	1	0	0	0
YGL198W	VII	123591	124298	+	708	27	32	27	27	31	42	23	15
YGL083W	VII	353058	355472	+	2415	325	377	304	289	259	312	228	240
tC(GCA)G	VII	707108	707179	-	72	0	0	1	0	0	0	0	0
YGR071C	VII	631481	634063	-	2583	316	300	318	293	222	180	193	193
YGR259C	VII	1012481	1012921	-	441	2	0	2	0	0	2	1	0
YGR058W	VII	606136	607143	+	1008	378	412	325	390	320	363	329	328
YGL195W	VII	131525	139543	+	8019	1102	1052	944	958	742	737	691	676
YGL192W	VII	142246	144048	+	1803	0	0	0	0	0	0	0	0
YGL206C	VII	102543	107504	-	4962	1554	1691	1356	1436	1204	1215	997	950
YGR060W	VII	610564	611493	+	930	10912	11538	9423	9569	6417	6651	5519	5553
YGL257C	VII	12481	14157	-	1677	303	287	266	249	240	229	190	200
YGL236C	VII	53787	55796	-	2010	402	367	308	309	310	355	300	266
YGR138C	VII	763762	765606	-	1845	212	177	181	195	150	132	125	103
YGR015C	VII	521090	522076	-	987	272	278	203	248	197	233	174	152
YGL023C	VII	450197	452104	-	1908	1533	1640	1461	1349	1349	1392	1116	1172
YGL144C	VII	232450	234507	-	2058	218	273	212	207	140	191	154	156
YGL071W	VII	372012	374084	+	2073	568	588	522	554	682	724	612	561
tK(CUU)G3	VII	876394	876466	+	73	0	0	0	0	0	0	0	0
YGR080W	VII	642010	643008	+	999	725	854	696	792	644	701	554	595
YGL116W	VII	289809	291641	+	1833	375	363	316	289	363	315	252	258
YGR035C	VII	557072	557422	-	351	14	11	10	20	26	30	32	24
YGL201C	VII	117854	120907	-	3054	665	651	633	633	569	599	541	509
YGR212W	VII	917040	918446	+	1407	251	231	323	223	197	223	180	198
YGR154C	VII	796798	797868	-	1071	365	338	324	316	306	348	267	216
YGL241W	VII	45445	48459	+	3015	472	425	353	365	334	326	282	291
YGL262W	VII	5312	5839	+	528	67	96	105	100	31	42	45	27
YGR247W	VII	984966	985685	+	720	196	240	199	158	185	232	174	195
YGR199W	VII	897502	899781	+	2280	610	597	532	553	421	415	377	340
YGL260W	VII	6860	7090	+	231	0	2	1	0	1	1	0	0
YGR179C	VII	853675	854895	-	1221	280	284	261	227	210	222	170	221
YGR011W	VII	512497	512823	+	327	51	39	38	44	33	42	22	28
YGL111W	VII	299978	301369	+	1392	651	736	601	607	438	522	381	359
snR39B	VII	366374	366469	-	96	8	12	9	6	8	6	6	5
YGR073C	VII	635615	635986	-	372	0	0	0	1	0	0	0	0
YGR155W	VII	798543	800066	+	1524	1836	1864	1533	1550	1590	1682	1318	1482
YGL114W	VII	293460	295637	+	2178	921	874	713	788	771	725	668	642
YGL255W	VII	20978	22108	+	1131	317	345	346	344	845	965	809	807
YGR066C	VII	620921	621799	-	879	141	120	122	102	127	132	92	74
YGR233C	VII	954674	958210	-	3537	706	810	680	609	447	584	486	474
YGR092W	VII	668189	669907	+	1719	834	940	740	764	692	806	617	642
YGL041W-A	VII	418825	419289	+	465	66	62	69	46	57	45	57	62
YGR171C	VII	840824	842551	-	1728	301	337	291	267	247	245	218	210
tW(CCA)G2	VII;VII	878710;878780	878745;878815	-;-	72	0	0	0	0	1	0	0	0
YGL171W	VII	182390	184084	+	1695	365	397	275	315	173	207	194	120
YGL029W	VII	440063	440425	+	363	321	333	266	273	184	201	164	158
YGR040W	VII	575398	576504	+	1107	392	443	329	355	335	368	311	298
YGR220C	VII	936074	936883	-	810	297	356	311	287	189	191	168	154
YGR268C	VII	1026057	1026653	-	597	420	454	336	342	397	408	365	355
YGL147C	VII	227754	228329	-	576	316	322	295	283	211	248	215	212
tK(CUU)G1	VII	122269	122341	+	73	0	0	0	0	0	3	0	2
YGR144W	VII	780399	781379	+	981	189	175	154	134	173	212	170	139
YGR178C	VII	851047	853215	-	2169	1854	1944	1695	1703	1652	1769	1364	1435
YGR113W	VII	718893	719924	+	1032	414	435	367	378	329	366	345	342
YGL203C	VII	112475	114664	-	2190	1445	1543	1237	1231	1067	1126	1002	978
YGL048C	VII	410069	411286	-	1218	1438	1593	1256	1198	1116	1143	934	963
YGR207C	VII	910843	911628	-	786	449	474	407	475	342	378	367	266
YGR258C	VII	1007671	1010766	-	3096	749	916	728	687	590	613	538	508
YGL091C	VII	342056	343042	-	987	369	437	358	386	347	359	295	316
YGR093W	VII	670388	671911	+	1524	430	382	374	341	247	256	243	246
YGR119C	VII	728046	729671	-	1626	1587	1802	1466	1428	1231	1298	1046	1160
YGR213C	VII	918512	919465	-	954	86	109	99	101	71	85	81	73
YGR061C	VII	611889	615965	-	4077	2239	2390	2068	2102	1532	1589	1453	1438
YGL182C	VII	157273	157596	-	324	12	7	3	14	13	10	16	8
YGR139W	VII	765726	766064	+	339	2	2	10	5	8	8	4	5
YGR121C	VII	731449	732927	-	1479	916	1040	874	972	829	825	768	713
YGL043W	VII	417483	418412	+	930	366	346	337	337	256	245	243	246
YGR280C	VII	1050910	1051725	-	816	932	954	863	815	604	558	491	484
YGL085W	VII	349616	350440	+	825	189	241	143	187	166	190	135	158
YGL031C	VII	437467	437934	-	468	1502	1473	1234	1406	1089	1177	1050	1030
YGR117C	VII	725049	726479	-	1431	378	340	304	339	230	215	209	171
YGR254W	VII	1000927	1002240	+	1314	5212	5625	4852	4657	5525	5581	5016	4665
YGR235C	VII	961360	962061	-	702	1125	1277	967	1047	941	934	760	815
YGL124C	VII	274780	276714	-	1935	611	568	531	493	381	481	360	419
YGR236C	VII	962530	962817	-	288	1363	1456	1223	1189	1576	1591	1316	1239
YGL164C	VII	191978	193300	-	1323	664	713	639	578	423	521	465	456
YGR293C	VII	1079885	1080346	-	462	2	3	2	4	7	10	3	4
tL(CAA)G1	VII;VII	205521;205591	205558;205634	+;+	82	4	0	0	2	1	1	0	0
YGR264C	VII	1019598	1021853	-	2256	839	930	765	769	641	632	526	501
YGL234W	VII	56482	58890	+	2409	2569	2482	2128	2150	1704	1876	1511	1514
YGL109W	VII	303513	303836	+	324	9	17	13	8	5	5	7	8
YGL238W	VII	49552	52434	+	2883	702	728	676	672	417	419	357	393
YGL041C-B	VII	418704	418886	-	183	1	2	0	0	1	1	0	0
YGR056W	VII	601661	604447	+	2787	658	788	646	632	488	558	478	479
YGR201C	VII	902520	903197	-	678	286	291	286	246	276	233	235	220
YGR239C	VII	969187	970053	-	867	980	937	816	816	645	749	668	597
YGR169C-A	VII	836387	836665	-	279	784	902	719	683	680	659	625	602
YGR185C	VII	866336	867520	-	1185	1226	1167	1097	1048	858	830	747	814
YGR189C	VII	876669	878192	-	1524	4479	4429	3711	3741	2933	3121	2535	2629
YGR022C	VII	529257	529586	-	330	2	1	0	0	0	0	0	0
YGR290W	VII	1075482	1075925	+	444	8	4	2	5	3	5	1	2
YGL205W	VII	108158	110404	+	2247	7011	7418	6594	6321	7005	7459	6240	6299
tK(CUU)G2	VII	185714	185786	-	73	0	2	0	0	3	0	0	2
YGL221C	VII	81426	82292	-	867	896	938	777	819	710	735	669	700
YGL108C	VII	303649	304071	-	423	275	300	248	229	207	230	201	212
YGL069C	VII	375050	375514	-	465	0	0	0	0	0	1	0	0
YGL135W	VII	254641	255294	+	654	881	955	864	809	780	924	716	692
YGR253C	VII	998358	999140	-	783	1366	1434	1198	1263	826	892	737	796
YGL053W	VII	402589	403302	+	714	400	419	336	371	350	416	352	327
YGL101W	VII	312193	312840	+	648	211	194	223	165	155	186	170	160
YGR271C-A	VII	1037800	1038501	-	702	282	267	257	189	90	100	72	79
YGR267C	VII	1025004	1025735	-	732	752	770	605	679	581	617	504	522
YGR234W	VII	959904	961103	+	1200	3281	3619	2968	3011	2431	2666	2179	2251
YGL251C	VII;VII	27921;31579	31426;31636	-;-	3564	269	280	244	243	244	296	260	229
YGL141W	VII	238353	241085	+	2733	1181	1240	1012	950	680	645	600	529
YGL245W	VII	39023	41149	+	2127	1385	1546	1271	1234	1136	1297	907	1082
YGL007W	VII	483260	483637	+	378	54	41	43	34	39	26	51	37
YGL005C	VII	489708	490547	-	840	691	672	565	607	404	484	415	383
YGL215W	VII	87981	89339	+	1359	2913	2802	2465	2426	1821	1909	1725	1548
YGR173W	VII	843854	844960	+	1107	272	271	270	272	209	219	151	190
YGL249W	VII	33098	35212	+	2115	9	8	13	16	4	10	14	6
YGR161W-C	VII	810227	810505	+	279	339	344	311	306	270	317	314	287
YGR229C	VII	949382	950899	-	1518	690	834	676	615	576	623	546	476
YGR070W	VII	627806	631273	+	3468	763	831	699	688	607	622	476	522
YGR135W	VII	761392	762168	+	777	1080	1147	1074	957	830	913	721	829
YGL014C-A	VII	466237	466398	-	162	0	0	0	0	0	0	0	0
YGR225W	VII;VII	945145;946421	946327;947019	+;+	1782	118	130	107	97	133	105	86	75
YGL258W	VII	11110	11730	+	621	8	23	12	15	26	12	21	21
tT(UGU)G1	VII	661749	661820	+	72	0	0	0	0	0	0	0	0
YGL139W	VII	245716	248124	+	2409	1179	1034	950	983	897	921	811	785
YGL172W	VII	180700	182118	+	1419	579	622	539	554	498	453	424	427
YGR088W	VII	654634	656322	+	1689	1058	1084	1007	899	1192	1271	974	1065
YGL126W	VII	270997	272139	+	1143	269	284	300	269	252	237	249	212
YGR140W	VII	767429	770299	+	2871	658	700	599	670	431	412	390	361
YGR129W	VII	750400	751047	+	648	236	260	195	227	220	204	155	151
YGL027C	VII	443642	446143	-	2502	808	809	656	692	560	530	466	581
tL(CAA)G2	VII;VII	423092;423162	423129;423205	+;+	82	4	0	0	0	0	0	0	2
YGL231C	VII	63048	63620	-	573	665	669	601	609	465	500	437	457
YGL019W	VII	458156	458992	+	837	915	902	788	789	695	699	695	564
tR(UCU)G3	VII	736340	736411	+	72	0	0	1	0	0	1	0	2
YGR017W	VII	523787	524680	+	894	642	639	538	565	415	454	429	372
YGR107W	VII	702667	703116	+	450	10	5	10	10	12	14	19	20
YGL039W	VII	423961	425007	+	1047	101	118	126	149	127	147	122	132
tL(CAA)G3	VII;VII	857378;857454	857421;857491	-;-	82	1	0	0	2	0	1	0	0
YGL123C-A	VII	277634	277864	-	231	0	0	0	0	0	0	0	0
YGL002W	VII	494517	495167	+	651	288	326	243	271	268	260	219	220
YGR044C	VII	582990	583892	-	903	1294	1489	1127	1167	965	1017	952	916
YGR193C	VII	884509	885741	-	1233	1100	1185	975	1056	964	1077	929	909
YGL033W	VII;VII;VII	435625;435750;436375	435679;436312;436401	+;+;+	645	21	12	20	31	36	21	19	8
YGR165W	VII	829116	830153	+	1038	493	490	414	467	380	414	361	286
YGL030W	VII;VII	439091;439324	439093;439638	+;+	318	642	693	627	569	399	449	379	342
YGL128C	VII	269293	270144	-	852	370	452	353	372	349	395	357	284
YGL063C-A	VII	384502	384651	-	150	0	0	0	0	0	0	0	0
YGL007C-A	VII	482941	483027	-	87	8	4	0	0	5	5	1	6
YGL175C	VII	173285	174322	-	1038	70	81	44	80	61	58	62	48
YGL223C	VII	79112	80365	-	1254	553	601	459	462	460	488	392	370
YGR190C	VII	880296	880661	-	366	47	29	22	36	11	14	8	11
YGL004C	VII	490703	491956	-	1254	548	505	479	436	380	464	308	409
YGL148W	VII	226399	227529	+	1131	1241	1320	1111	1034	793	868	675	757
YGR281W	VII	1052824	1057257	+	4434	572	668	548	501	458	498	351	430
tH(GUG)G2	VII	319781	319852	+	72	0	0	2	0	0	0	0	1
tF(GAA)G	VII;VII	440716;440771	440751;440807	-;-	73	0	0	0	1	0	0	0	2
YGR078C	VII	639772	640371	-	600	293	265	213	189	157	181	151	119
YGL133W	VII	257707	261501	+	3795	908	967	826	747	784	746	629	626
tV(AAC)G2	VII	823482	823555	+	74	86	62	70	75	62	74	62	50
YGR295C	VII	1081584	1082729	-	1146	720	758	575	622	515	538	435	426
YGR048W	VII	589826	590911	+	1086	996	962	890	839	745	810	602	625
YGR065C	VII	618077	619858	-	1782	620	720	601	511	629	650	581	553
